Fecha (UTC),Fecha (Local),Planeta 1,Aspecto,Planeta 2,Descripción,Posición 1,Posición 2
2025-12-02 04:34:55,2025-12-02 01:34:55,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-12-02 11:43:49,2025-12-02 08:43:49,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°17' Tauro,5°16' Capricornio
2025-12-03 05:31:10,2025-12-03 02:31:10,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-12-03 09:48:30,2025-12-03 06:48:30,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-12-04 04:08:12,2025-12-04 01:08:12,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
2025-12-04 06:11:57,2025-12-04 03:11:57,Mercurio,Sextil,Marte,Mercurio (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-12-04 17:49:27,2025-12-04 14:49:27,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-12-05 02:01:38,2025-12-04 23:01:38,Marte,Cuadratura,Marte,Marte (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-12-05 08:25:32,2025-12-05 05:25:32,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-12-06 03:14:45,2025-12-06 00:14:45,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-12-06 10:19:27,2025-12-06 07:19:27,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°17' Cáncer,5°16' Capricornio
2025-12-06 16:58:49,2025-12-06 13:58:49,Sol,Cuadratura,Urano,Sol (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-12-07 04:22:15,2025-12-07 01:22:15,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-12-08 04:06:47,2025-12-08 01:06:47,Sol,Cuadratura,Plutón,Sol (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-12-08 11:38:12,2025-12-08 08:38:12,Venus,Conjunción,Venus,Venus (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-12-09 07:06:47,2025-12-09 04:06:47,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°28' Leo,16°27' Tauro
2025-12-10 08:53:40,2025-12-10 05:53:40,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°51' Virgo,0°50' Piscis
2025-12-10 17:56:29,2025-12-10 14:56:29,Sol,Conjunción,Mercurio,Sol (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-12-11 08:11:29,2025-12-11 05:11:29,Sol,Sextil,Luna,Sol (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-12-11 10:53:12,2025-12-11 07:53:12,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-12-11 13:41:57,2025-12-11 10:41:57,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-12-11 13:58:49,2025-12-11 10:58:49,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-12-12 01:12:25,2025-12-11 22:12:25,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°20' Virgo,22°19' Virgo
2025-12-12 15:07:44,2025-12-12 12:07:44,Venus,Cuadratura,Urano,Venus (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-12-13 19:27:53,2025-12-13 16:27:53,Venus,Cuadratura,Plutón,Venus (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-12-14 02:14:17,2025-12-13 23:14:17,Sol,Cuadratura,Marte,Sol (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-12-14 06:45:42,2025-12-14 03:45:42,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-12-15 21:21:47,2025-12-15 18:21:47,Venus,Conjunción,Mercurio,Venus (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-12-16 08:52:15,2025-12-16 05:52:15,Venus,Sextil,Luna,Venus (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-12-16 09:54:08,2025-12-16 06:54:08,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-12-16 12:54:08,2025-12-16 09:54:08,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-12-16 13:12:25,2025-12-16 10:12:25,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-12-16 18:44:17,2025-12-16 15:44:17,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°11' Escorpio,19°10' Escorpio
2025-12-17 01:06:47,2025-12-16 22:06:47,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-12-18 12:03:30,2025-12-18 09:03:30,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°37' Sagitario,9°36' Sagitario
2025-12-18 14:12:53,2025-12-18 11:12:53,Venus,Cuadratura,Marte,Venus (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-12-18 22:32:06,2025-12-18 19:32:06,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-12-19 01:30:42,2025-12-18 22:30:42,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-12-19 03:06:19,2025-12-19 00:06:19,Mercurio,Conjunción,Venus,Mercurio (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-12-19 06:45:42,2025-12-19 03:45:42,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-12-19 07:58:49,2025-12-19 04:58:49,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-12-19 13:34:55,2025-12-19 10:34:55,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-12-20 15:21:47,2025-12-20 12:21:47,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-12-21 10:12:25,2025-12-21 07:12:25,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-12-21 13:08:12,2025-12-21 10:08:12,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-12-21 18:45:42,2025-12-21 15:45:42,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°10' Capricornio,19°10' Escorpio
2025-12-21 19:26:29,2025-12-21 16:26:29,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-12-22 00:55:32,2025-12-21 21:55:32,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°19' Capricornio,22°19' Virgo
2025-12-22 06:56:57,2025-12-22 03:56:57,Marte,Conjunción,Sol,Marte (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-12-22 18:06:19,2025-12-22 15:06:19,Mercurio,Cuadratura,Urano,Mercurio (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-12-23 10:26:29,2025-12-23 07:26:29,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°37' Acuario,9°36' Sagitario
2025-12-23 18:27:25,2025-12-23 15:27:25,Mercurio,Cuadratura,Plutón,Mercurio (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-12-24 04:15:14,2025-12-24 01:15:14,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-12-24 04:43:21,2025-12-24 01:43:21,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°10' Acuario,19°10' Escorpio
2025-12-24 05:24:08,2025-12-24 02:24:08,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°32' Acuario,19°31' Libra
2025-12-25 02:43:49,2025-12-24 23:43:49,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-12-25 11:00:14,2025-12-25 08:00:14,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-12-25 12:59:45,2025-12-25 09:59:45,Mercurio,Conjunción,Mercurio,Mercurio (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-12-25 19:01:10,2025-12-25 16:01:10,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-12-25 22:44:45,2025-12-25 19:44:45,Mercurio,Sextil,Luna,Mercurio (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-12-26 04:37:44,2025-12-26 01:37:44,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-12-26 07:19:27,2025-12-26 04:19:27,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-12-26 12:06:19,2025-12-26 09:06:19,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-12-26 12:34:27,2025-12-26 09:34:27,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°11' Piscis,19°10' Escorpio
2025-12-26 18:16:10,2025-12-26 15:16:10,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-12-26 19:23:40,2025-12-26 16:23:40,Sol,Conjunción,Sol,Sol (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-12-27 17:22:44,2025-12-27 14:22:44,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-12-27 19:43:21,2025-12-27 16:43:21,Mercurio,Cuadratura,Marte,Mercurio (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-12-28 00:59:45,2025-12-27 21:59:45,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-12-28 17:08:40,2025-12-28 14:08:40,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-12-28 18:10:32,2025-12-28 15:10:32,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-12-28 21:06:19,2025-12-28 18:06:19,Venus,Conjunción,Sol,Venus (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-12-29 13:22:15,2025-12-29 10:22:15,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-12-29 20:48:02,2025-12-29 17:48:02,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°17' Tauro,5°16' Capricornio
2025-12-30 15:14:45,2025-12-30 12:14:45,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-12-30 19:41:57,2025-12-30 16:41:57,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°11' Tauro,19°10' Escorpio
2025-12-31 14:35:23,2025-12-31 11:35:23,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
